"source","target","type","weights"
"Mar de Cielo BV","Mark Weaver","Shareholder",1
"Mar de Cielo BV","Scott Rivera","Shareholder",1
"Mar de Cielo Canal","Clifford Kelley","Shareholder",1
"Mar de Cielo Canal","Justin Yoder","Company Contacts",1
"Mar de Cielo Canal","Ryan Mcgrath","Shareholder",1
"Mar de Cielo Canal","Stephanie Reed","Shareholder",1
"Mar de Cielo Co","Sharon White","Company Contacts",1
"Mar de Cielo Corp Seagrass","Ian Campbell","Shareholder",1
"Mar de Cielo Corp Seagrass","Mrs. Christina Ayers","Company Contacts",1
"Mar de Cielo Forwading","Ebony West","Company Contacts",1
"Mar de Cielo Limited Liability Company Solutions","Pamela Ramos","Company Contacts",1
"Mar de Cielo OJSC","Amanda Taylor","Shareholder",1
"Mar de Cielo OJSC","Elijah Morrow","Shareholder",1
"Mar de Cielo OJSC","Frances Miller","Company Contacts",1
"Mar de Cielo OJSC","Peter Davies","Company Contacts",1
"Mar de Cielo Oyj","James Espinoza","Company Contacts",1
"Mar de Cielo S.p.A.","Janice Fowler","Shareholder",1
"Mar de Cielo S.p.A.","Jessica Green","Shareholder",1
"Mar de Cielo S.p.A.","Nicole Jordan","Shareholder",1
"Mar de Cielo S.p.A.","Renee Cobb","Company Contacts",1
"Mar de Cielo SE","Aaron Caldwell","Company Contacts",1
"Mar de Cielo ОАО","Rebecca White","Company Contacts",1
"Mar de Coral AG Line","Emma Roberts","Company Contacts",1
"Mar de Coral Express","Kenneth Ortega","Company Contacts",1
"Mar de Coral Express","Micheal Perez","Shareholder",1
"Mar de Coral GmbH Shipping","Barbara Mitchell","Shareholder",1
"Mar de Coral GmbH Shipping","Doris Flores","Company Contacts",1
"Mar de Coral GmbH Shipping","Judith Newman","Shareholder",1
"Mar de Coral GmbH and Son's","Jennifer Smith","Shareholder",1
"Mar de Coral GmbH and Son's","Jordan Riggs","Company Contacts",1
"Mar de Coral GmbH and Son's","William Jackson","Shareholder",1
"Mar de Coral Ltd. Corporation Transport","Michelle Bailey","Shareholder",1
"Mar de Coral Ltd. Corporation Transport","Stephanie Adams","Company Contacts",1
"Mar de Coral Ltd. Corporation Transport","Wayne Barton","Shareholder",1
"Mar de Coral N.V.","Jennifer Hale","Company Contacts",1
"Mar de Coral Nori Sagl Import","David Allison","Company Contacts",1
"Mar de Coral Pic Shipping","James Terry","Company Contacts",1
"Mar de Coral S.p.A. River","Andrew Lopez","Company Contacts",1
"Mar de Coral ОАО","Andrew Parrish","Company Contacts",1
"Mar de Cristal -","Dr. Brandy Jones","Company Contacts",1
"Mar de Cristal AB","Emily Chang","Shareholder",1
"Mar de Cristal AB","John Taylor","Company Contacts",1
"Mar de Cristal AS","Janet Conway","Company Contacts",1
"Mar de Cristal AS","Jeffrey Jackson","Shareholder",1
"Mar de Cristal AS","John Sullivan","Shareholder",1
"Mar de Cristal AS","Virginia Warren","Shareholder",1
"Mar de Cristal Ges.m.b.H. Line","Anne Hunt DDS","Shareholder",1
"Mar de Cristal Ges.m.b.H. Line","Steven Chen","Company Contacts",1
"Mar de Cristal Limited Liability Company Line","Donald Cabrera DVM","Company Contacts",1
"Mar de Cristal Limited Liability Company Line","Douglas Moss","Shareholder",1
"Mar de Cristal Limited Liability Company Line","Jose Miller","Shareholder",1
"Mar de Cristal Ltd Abalone","Beverly Gutierrez","Shareholder",1
"Mar de Cristal Ltd Abalone","Jared Mcdaniel","Company Contacts",1
"Mar de Cristal Ltd Abalone","Lisa Johnson","Shareholder",1
"Mar de Cristal SRL","Robert Soto","Company Contacts",1
"Mar de Cristal Sea spray","Timothy Allen","Company Contacts",1
"Mar de Cristal Trout","Amy Collins","Shareholder",1
"Mar de Cristal Trout","Christopher Rice","Company Contacts",1
"Mar de Cristal Trout","Diane Brown","Shareholder",1
"Mar de Cristal ОАО","Jennifer Smith","Shareholder",1
"Mar de Cristal ОАО","Rhonda Smith","Company Contacts",1
"Mar de Cristal ОАО","Susan Vaughan","Shareholder",1
"Mar de Cristalino - Plc Brothers","Christopher Edwards","Company Contacts",1
"Mar de Cristalino - Plc Brothers","Jessica Martinez","Shareholder",1
"Mar de Cristalino A/S Marine biology","Emily Jordan","Shareholder",1
"Mar de Cristalino A/S Marine biology","Jonathon Miller","Shareholder",1
"Mar de Cristalino A/S Marine biology","Katherine Fischer","Company Contacts",1
"Mar de Cristalino A/S Marine biology","Kevin Robinson","Shareholder",1
"Mar de Cristalino AG","Daniel Webb","Shareholder",1
"Mar de Cristalino AG","Jose Howell","Shareholder",1
"Mar de Cristalino AG","Mark Nguyen","Company Contacts",1
"Mar de Cristalino AG","Mr. Robert Goodman","Shareholder",1
"Mar de Cristalino AG Freight","Joan Yates","Company Contacts",1
"Mar de Cristalino Ges.m.b.H.","Michael Perez","Company Contacts",1
"Mar de Cristalino Inc Brothers","Jamie Cordova","Company Contacts",1
"Mar de Cristalino Marine","Frank Harris","Company Contacts",1
"Mar de Cristalino NV","Carolyn Anderson","Shareholder",1
"Mar de Cristalino NV","Joann Martin","Company Contacts",1
"Mar de Cristalino NV","Nicolas Howard","Shareholder",1
"Mar de Cristalino OJSC","David Berry","Company Contacts",1
"Mar de Cristalino S.A. de C.V.","Jonathan Ross","Company Contacts",1
"Mar de Cristalino Seabass","Alexandra Lowe","Shareholder",1
"Mar de Cristalino Seabass","Debra Martinez","Company Contacts",1
"Mar de Cristalino Seabass","Laura Bowman","Shareholder",1
"Mar de Cristalino ОАО","Robert Stevenson","Company Contacts",1
"Mar de Cristalino ОАО","Sandra Ruiz","Company Contacts",1
"Mar de Cristalino ОАО","Troy Wagner","Shareholder",1
"Mar de Estrellas A/S","Larry Powell","Company Contacts",1
"Mar de Estrellas BV","David Russo","Company Contacts",1
"Mar de Estrellas CJSC","Donald Small","Company Contacts",1
"Mar de Estrellas Co Consulting","Mr. William Grant","Shareholder",1
"Mar de Estrellas Corporation","James Vaughn","Company Contacts",1
"Mar de Estrellas Corporation Transport","Joseph Johnson","Company Contacts",1
"Mar de Estrellas Corporation Transport","Taylor Mitchell","Shareholder",1
"Mar de Estrellas Inc Forwading","Justin Buckley","Shareholder",1
"Mar de Estrellas Inc Forwading","Larry Jones","Shareholder",1
"Mar de Estrellas Inc Forwading","Laura Ellis","Shareholder",1
"Mar de Estrellas Inc Forwading","Manuel Walker","Shareholder",1
"Mar de Estrellas Inc Forwading","Mark Wood","Company Contacts",1
"Mar de Estrellas Inc Forwading","Ryan Hahn","Shareholder",1
"Mar de Estrellas Incorporated","Julie Moore","Company Contacts",1
"Mar de Estrellas Incorporated","Michael Reid","Shareholder",1
"Mar de Estrellas Limited Liability Company","Tyrone Alexander","Company Contacts",1
"Mar de Estrellas Marine conservation","Bruce Martinez","Company Contacts",1
"Mar de Estrellas Marine conservation","Nichole Tran","Shareholder",1
"Mar de Estrellas S.A. de C.V.","Christine Camacho","Shareholder",1
"Mar de Estrellas S.A. de C.V.","David Webb","Company Contacts",1
"Mar de Estrellas S.A. de C.V.","Paige Barnett","Shareholder",1
"Mar de Plata -","Robert Wells","Company Contacts",1
"Mar de Plata AG","Bryan Brown","Shareholder",1
"Mar de Plata AG","Charles Burch","Company Contacts",1
"Mar de Plata AG","Christopher Clark","Shareholder",1
"Mar de Plata AG","Faith Hubbard","Shareholder",1
"Mar de Plata AG","Justin Jenkins","Shareholder",1
"Mar de Plata AG","Robert Young","Shareholder",1
"Mar de Plata Brine","Melissa Martinez","Company Contacts",1
"Mar de Plata Corp","Lucas Meyer","Company Contacts",1
"Mar de Plata GmbH Enterprises","Nicole Lewis","Company Contacts",1
"Mar de Plata Incorporated","Maria Anderson","Company Contacts",1
"Mar de Plata Ltd. Liability Co","Abigail Oconnell","Shareholder",1
"Mar de Plata Ltd. Liability Co","Barry Cox","Company Contacts",1
"Mar de Plata Ltd. Liability Co","James Rodriguez","Shareholder",1
"Mar de Plata Ltd. Liability Co","Kimberly Hall","Shareholder",1
"Mar de Plata Ltd. Liability Co","Maria Jones","Shareholder",1
"Mar de Plata Oyj","Dr. Christina Patrick","Company Contacts",1
"Mar de Plata Oyj","Jennifer Jensen","Shareholder",1
"Mar de Plata Oyj","Summer Fischer","Shareholder",1
"Mar de Plata Oyj","Tasha Taylor","Shareholder",1
"Mar de Plata Oyj","Wesley Williams","Shareholder",1
"Mar de Plata Oyj","Zachary Peters","Company Contacts",1
"Mar de Plata Sp","Andrea Reeves","Shareholder",1
"Mar de Plata Sp","Caitlin Martin","Shareholder",1
"Mar de Plata Sp","Hayley Delacruz","Shareholder",1
"Mar de Plata Sp","Jeffrey Mcclure","Shareholder",1
"Mar de Plata Sp","Jennifer Gallegos","Shareholder",1
"Mar de Plata Sp","Kyle Adams","Shareholder",1
"Mar de Plata Sp","Michael Smith","Shareholder",1
"Mar de Plata Sp","Robert Roberson","Shareholder",1
"Mar de Plata Sp","Sean Pham","Shareholder",1
"Mar de Plata Sp","Sherri Garner","Company Contacts",1
"Mar de Plata Sp","Teresa Case","Shareholder",1
"Mar de Plata Sp","William Holmes","Shareholder",1
"Mar de Sirenas Company","Jessica Garner","Company Contacts",1
"Mar de Sirenas Corporation","Christopher Lewis","Company Contacts",1
"Mar de Sirenas Corporation Transport","Richard Smith","Company Contacts",1
"Mar de Sirenas Corporation Transport","Sean Flores","Shareholder",1
"Mar de Sirenas Inc","Sarah Hall","Company Contacts",1
"Mar de Sirenas NV","Amber Cook","Shareholder",1
"Mar de Sirenas NV","Erica Haynes","Shareholder",1
"Mar de Sirenas NV","Heather Baker","Shareholder",1
"Mar de Sirenas NV","Jodi Smith","Company Contacts",1
"Mar de Sirenas NV","Steven Krause","Shareholder",1
"Mar de Sirenas NV","Susan Reynolds","Shareholder",1
"Mar de Sirenas Sagl","Curtis Carson","Shareholder",1
"Mar de Sirenas Sagl","Donna Thomas","Shareholder",1
"Mar de Sirenas Sagl","Emma Kennedy","Company Contacts",1
"Mar de Sirenas Sagl","Gerald Cole","Shareholder",1
"Mar de Sirenas Sagl","Mrs. Maureen Mccarthy","Shareholder",1
"Mar de Sirenas Sagl","Renee Mueller","Shareholder",1
"Mar de la Aventura & Incorporated Shipping","James Davis","Company Contacts",1
"Mar de la Aventura & Incorporated Shipping","Robert Wilson DVM","Shareholder",1
"Mar de la Aventura & Incorporated Shipping","Scott Jones","Shareholder",1
"Mar de la Aventura Kga","Debra Thomas","Shareholder",1
"Mar de la Aventura Kga","Jacob Allen","Company Contacts",1
"Mar de la Aventura Kga","Juan Gallegos","Shareholder",1
"Mar de la Aventura Kga","Tanner Sharp","Shareholder",1
"Mar de la Aventura Kga","Tara Olson","Shareholder",1
"Mar de la Aventura Leska","Kenneth Hall","Company Contacts",1
"Mar de la Aventura Leska","Scott Soto","Shareholder",1
"Mar de la Aventura Leska","Tanya Obrien","Shareholder",1
"Mar de la Aventura Ltd Services","Steven Moses","Company Contacts",1
"Mar de la Aventura Ltd. Corporation","Mr. Michael Gonzalez","Shareholder",1
"Mar de la Aventura Ltd. Corporation","Sandra Valdez","Shareholder",1
"Mar de la Aventura Ltd. Liability Co","William Stewart","Company Contacts",1
"Mar de la Aventura OJSC","Jason Osborne","Company Contacts",1
"Mar de la Aventura Pier CJSC Logistics","Dan Mullins","Company Contacts",1
"Mar de la Aventura SE","Amanda Grimes","Company Contacts",1
"Mar de la Costa AG Consulting","Lisa Carr","Company Contacts",1
"Mar de la Costa AG Consulting","Margaret Zimmerman","Shareholder",1
"Mar de la Costa AS Cargo","Adam Hopkins","Shareholder",1
"Mar de la Costa AS Cargo","Gary Anderson","Shareholder",1
"Mar de la Costa AS Cargo","Katrina Howard","Shareholder",1
"Mar de la Costa AS Cargo","Yolanda Alexander","Company Contacts",1
"Mar de la Costa Distribution","Carla Ramirez","Shareholder",1
"Mar de la Costa Distribution","Katherine Cameron","Shareholder",1
"Mar de la Costa Distribution","Kenneth Trevino","Shareholder",1
"Mar de la Costa Distribution","Robert Fisher","Company Contacts",1
"Mar de la Costa Distribution","Tanya Eaton","Shareholder",1
"Mar de la Costa Ges.m.b.H.","Carolyn Jones","Shareholder",1
"Mar de la Costa Ges.m.b.H.","Christy Adkins","Shareholder",1
"Mar de la Costa Ges.m.b.H.","Cynthia Flores","Shareholder",1
"Mar de la Costa Ges.m.b.H.","Gregory Alexander","Company Contacts",1
"Mar de la Costa Ltd. Liability Co","Angela Pineda","Shareholder",1
"Mar de la Costa Ltd. Liability Co","Jeremy Williams","Company Contacts",1
"Mar de la Costa Ltd. Liability Co","Linda Weaver","Shareholder",1
"Mar de la Costa OJSC","Christine Weber","Company Contacts",1
"Mar de la Costa Pic","Kenneth Sanders","Shareholder",1
"Mar de la Costa Pic","Samuel Warner","Company Contacts",1
"Mar de la Costa Plc","Curtis Solis","Shareholder",1
"Mar de la Costa Plc","Donald Ritter","Shareholder",1
"Mar de la Costa Plc","Dustin Hunter","Shareholder",1
"Mar de la Costa Plc","Kathy Baldwin","Company Contacts",1
"Mar de la Costa S.A. de C.V.","Brandy Black","Shareholder",1
"Mar de la Costa S.A. de C.V.","Lance Mendoza","Company Contacts",1
"Mar de la Costa S.A. de C.V.","Richard Villegas","Shareholder",1
"Mar de la Costa ОАО","Scott Romero","Company Contacts",1
"Mar de la Felicidad AB Consulting","Miguel Watts","Company Contacts",1
"Mar de la Felicidad CJSC","Andre Myers","Shareholder",1
"Mar de la Felicidad CJSC","Blake Howell","Shareholder",1
"Mar de la Felicidad CJSC","Brian York","Company Contacts",1
"Mar de la Felicidad Co Cargo","Mario Perez","Company Contacts",1
"Mar de la Felicidad Co Cargo","Virginia Dean","Shareholder",1
"Mar de la Felicidad Co Transportation","Abigail Brown","Shareholder",1
"Mar de la Felicidad Co Transportation","Brian Pierce","Shareholder",1
"Mar de la Felicidad Co Transportation","Carrie Nguyen","Shareholder",1
"Mar de la Felicidad Co Transportation","Cathy Jones","Shareholder",1
"Mar de la Felicidad Co Transportation","Christina Robinson","Shareholder",1
"Mar de la Felicidad Co Transportation","Christina Taylor","Shareholder",1
"Mar de la Felicidad Co Transportation","Daniel Grimes","Shareholder",1
"Mar de la Felicidad Co Transportation","Heather Mack","Shareholder",1
"Mar de la Felicidad Co Transportation","Jackie Graham","Company Contacts",1
"Mar de la Felicidad Co Transportation","Jennifer Mitchell","Shareholder",1
"Mar de la Felicidad Co Transportation","Katherine Jackson","Shareholder",1
"Mar de la Felicidad Co Transportation","Kirk Hernandez","Shareholder",1
"Mar de la Felicidad Co Transportation","Michael Marquez","Shareholder",1
"Mar de la Felicidad Co Transportation","Robert Rubio","Shareholder",1
"Mar de la Felicidad Co Transportation","Sheila Carter","Shareholder",1
"Mar de la Felicidad Co Transportation","Tamara Fields","Shareholder",1
"Mar de la Felicidad Co Transportation","Tina Martinez","Shareholder",1
"Mar de la Felicidad Co Transportation","Tracy Berry","Shareholder",1
"Mar de la Felicidad Ltd. Corporation","Christopher Walker","Company Contacts",1
"Mar de la Felicidad Ltd. Corporation","Lindsey Edwards","Shareholder",1
"Mar de la Felicidad Marine mist Company Transport","Joshua Johnson","Company Contacts",1
"Mar de la Felicidad Marine mist Company Transport","Lance Gonzales","Shareholder",1
"Mar de la Felicidad NV","Caitlin Andersen","Company Contacts",1
"Mar de la Felicidad Rybachit","Mrs. Margaret Chavez","Company Contacts",1
"Mar de la Felicidad SE","Amanda Lang","Shareholder",1
"Mar de la Felicidad SE","Andrea Shepard","Shareholder",1
"Mar de la Felicidad SE","Andrew Acosta","Shareholder",1
"Mar de la Felicidad SE","Angela Parker","Shareholder",1
"Mar de la Felicidad SE","Antonio Fry","Shareholder",1
"Mar de la Felicidad SE","Barbara Evans","Shareholder",1
"Mar de la Felicidad SE","Courtney Ford","Shareholder",1
"Mar de la Felicidad SE","Courtney Wilson","Shareholder",1
"Mar de la Felicidad SE","Crystal Davis","Shareholder",1
"Mar de la Felicidad SE","David Adams","Shareholder",1
"Mar de la Felicidad SE","Diana Hicks","Shareholder",1
"Mar de la Felicidad SE","Diane Mccarthy","Shareholder",1
"Mar de la Felicidad SE","Heather Simpson DVM","Shareholder",1
"Mar de la Felicidad SE","Jacob Woods","Shareholder",1
"Mar de la Felicidad SE","John Vasquez","Shareholder",1
"Mar de la Felicidad SE","Joseph Bryant","Shareholder",1
"Mar de la Felicidad SE","Keith Henderson","Shareholder",1
"Mar de la Felicidad SE","Kimberly Diaz","Shareholder",1
"Mar de la Felicidad SE","Lindsay Jones","Shareholder",1
"Mar de la Felicidad SE","Luis Garcia","Shareholder",1
"Mar de la Felicidad SE","Marvin Torres","Shareholder",1
"Mar de la Felicidad SE","Matthew Hayes","Shareholder",1
"Mar de la Felicidad SE","Michael Duncan","Shareholder",1
"Mar de la Felicidad SE","Michael Graham","Shareholder",1
"Mar de la Felicidad SE","Michael Rojas","Shareholder",1
"Mar de la Felicidad SE","Rhonda Downs","Company Contacts",1
"Mar de la Felicidad SE","Richard Harrington","Shareholder",1
"Mar de la Felicidad SE","Ricky Glover","Shareholder",1
"Mar de la Felicidad SE","Ryan Braun","Shareholder",1
"Mar de la Felicidad SE","Samuel Anderson","Shareholder",1
"Mar de la Felicidad SE","Sierra Bowen","Shareholder",1
"Mar de la Felicidad SE","Stacey Armstrong","Shareholder",1
"Mar de la Felicidad SE","Timothy Arnold","Shareholder",1
"Mar de la Felicidad SE","Timothy Warren","Shareholder",1
"Mar de la Felicidad SE","Virginia Garrett","Shareholder",1
"Mar de la Felicidad Salt spray","Frederick Francis","Company Contacts",1
"Mar de la Luna -","David Young","Shareholder",1
"Mar de la Luna -","Francis Ferguson","Company Contacts",1
"Mar de la Luna -","Joseph Barber","Shareholder",1
"Mar de la Luna Incorporated","Kelly Moody","Company Contacts",1
"Mar de la Luna Incorporated","Mark Chavez","Shareholder",1
"Mar de la Luna Incorporated","Steve Bryant","Shareholder",1
"Mar de la Luna Incorporated","Zachary Gutierrez","Shareholder",1
"Mar de la Luna Incorporated Flotsam","Jeffery Smith","Company Contacts",1
"Mar de la Luna LLC","Andrew Espinoza","Shareholder",1
"Mar de la Luna LLC","Carolyn Galvan","Shareholder",1
"Mar de la Luna LLC","Dana Bennett","Company Contacts",1
"Mar de la Luna LLC","Mercedes Carpenter","Company Contacts",1
"Mar de la Luna LLC","Paul Blanchard","Shareholder",1
"Mar de la Luna LLC","Thomas Peck","Shareholder",1
