"...1","id","group","revenue_group","transboundary","type","Ult_BO","Multi_ent"
1906,"Peggy Donaldson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1907,"Thomas Leach","Company Contact","Unreported",NA,"Company Contact",NA,NA
1908,"Bonnie White","Shareholder","Unreported",NA,"Shareholder",NA,NA
1909,"Richard Conner","Shareholder","Unreported",NA,"Shareholder",NA,NA
1910,"Rodney Horn","Company Contact","Unreported",NA,"Company Contact",NA,NA
1911,"Spencer Thompson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1912,"Douglas Henderson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1913,"Jennifer Patterson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1914,"Jeremy Jacobs","Shareholder","Unreported",NA,"Shareholder",NA,NA
1915,"Melissa Davis","Shareholder","Unreported",NA,"Shareholder",NA,NA
1916,"Randy Johnson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1917,"Angela Perez","Company Contact","Unreported",NA,"Company Contact",NA,NA
1918,"Alison Morales","Shareholder","Unreported",NA,"Shareholder",NA,NA
1919,"Amy Payne","Company Contact","Unreported",NA,"Company Contact",NA,NA
1920,"Ashley Ross","Shareholder","Unreported",NA,"Shareholder",NA,NA
1921,"Brett Anderson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1922,"Christopher Miller","Shareholder","Unreported",NA,"Shareholder",NA,NA
1923,"Colleen Vang","Shareholder","Unreported",NA,"Shareholder",NA,NA
1924,"David Nelson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1925,"Donna Hernandez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1926,"George Burke","Shareholder","Unreported",NA,"Shareholder",NA,NA
1927,"Grant Henson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1928,"Jeffery Jones","Shareholder","Unreported",NA,"Shareholder",NA,NA
1929,"Jeffrey Buchanan","Shareholder","Unreported",NA,"Shareholder",NA,NA
1930,"Jeremy Mathis","Shareholder","Unreported",NA,"Shareholder",NA,NA
1931,"Jermaine Mendez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1932,"Jonathan Pittman","Shareholder","Unreported",NA,"Shareholder",NA,NA
1933,"Justin Anderson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1934,"Justin Bright","Shareholder","Unreported",NA,"Shareholder",NA,NA
1935,"Kara Gutierrez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1936,"Larry Dougherty","Shareholder","Unreported",NA,"Shareholder",NA,NA
1937,"Marvin Boyd","Shareholder","Unreported",NA,"Shareholder",NA,NA
1938,"Melanie Brown","Shareholder","Unreported",NA,"Shareholder",NA,NA
1939,"Melissa Thomas","Shareholder","Unreported",NA,"Shareholder",NA,NA
1940,"Michael Foley","Shareholder","Unreported",NA,"Shareholder",NA,NA
1941,"Mrs. Cynthia Avila","Shareholder","Unreported",NA,"Shareholder",NA,NA
1942,"Patrick Bird","Shareholder","Unreported",NA,"Shareholder",NA,NA
1943,"Rachel Reid","Shareholder","Unreported",NA,"Shareholder",NA,NA
1944,"Rebecca Caldwell","Shareholder","Unreported",NA,"Shareholder",NA,NA
1945,"Robert Cook","Shareholder","Unreported",NA,"Shareholder",NA,NA
1946,"Steven Vasquez","Shareholder","Unreported",NA,"Shareholder",NA,NA
1947,"Susan Meadows","Shareholder","Unreported",NA,"Shareholder",NA,NA
1948,"Vincent Singleton","Shareholder","Unreported",NA,"Shareholder",NA,NA
1949,"Christine Lindsey","Company Contact","Unreported",NA,"Company Contact",NA,NA
1950,"Jeffrey Pacheco","Shareholder","Unreported",NA,"Shareholder",NA,NA
1951,"Mike Clark","Company Contact","Unreported",NA,"Company Contact",NA,NA
1952,"Anthony Castro","Company Contact","Unreported",NA,"Company Contact",NA,NA
1953,"Christopher Edwards","Shareholder","Unreported",NA,"Shareholder",NA,NA
1954,"Mary Miller","Shareholder","Unreported",NA,"Shareholder",NA,NA
1955,"Jessica Paul","Company Contact","Unreported",NA,"Company Contact",NA,NA
1956,"Alex Cantu","Company Contact","Unreported",NA,"Company Contact",NA,NA
1957,"Cory Fitzpatrick","Shareholder","Unreported",NA,"Shareholder",NA,NA
1958,"Dustin Nguyen","Shareholder","Unreported",NA,"Shareholder",NA,NA
1959,"Emily Drake","Shareholder","Unreported",NA,"Shareholder",NA,NA
1960,"Gary Carson","Shareholder","Unreported",NA,"Shareholder",NA,NA
1961,"John Hardin","Shareholder","Unreported",NA,"Shareholder",NA,NA
1962,"Julia Sullivan","Shareholder","Unreported",NA,"Shareholder",NA,NA
1963,"Ryan Rasmussen","Shareholder","Unreported",NA,"Shareholder",NA,NA
1964,"Timothy Howard","Shareholder","Unreported",NA,"Shareholder",NA,NA
1965,"Emily Reese","Company Contact","Unreported",NA,"Company Contact",NA,NA
1966,"Jacob Tucker","Shareholder","Unreported",NA,"Shareholder",NA,NA
1967,"Stephen Maldonado","Shareholder","Unreported",NA,"Shareholder",NA,NA
1968,"John Cooper","Company Contact","Unreported",NA,"Company Contact",NA,NA
1969,"Dr. Jessica Hawkins DVM","Shareholder","Unreported",NA,"Shareholder",NA,NA
1970,"Michael Austin","Company Contact","Unreported",NA,"Company Contact",NA,NA
1971,"Marissa Johnson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1972,"Miss Tracy Wells","Shareholder","Unreported",NA,"Shareholder",NA,NA
1973,"Carolyn Marks","Shareholder","Unreported",NA,"Shareholder",NA,NA
1974,"Kimberly Nguyen","Company Contact","Unreported",NA,"Company Contact",NA,NA
1975,"Barry Collier","Company Contact","Unreported",NA,"Company Contact",NA,NA
1976,"Hannah Moore","Shareholder","Unreported",NA,"Shareholder",NA,NA
1977,"Kimberly Peterson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1978,"Tyler Maldonado","Shareholder","Unreported",NA,"Shareholder",NA,NA
1979,"Joshua Carter","Company Contact","Unreported",NA,"Company Contact",NA,NA
1980,"Dana Harris","Shareholder","Unreported",NA,"Shareholder",NA,NA
1981,"Melanie Blake","Company Contact","Unreported",NA,"Company Contact",NA,NA
1982,"Robert Welch","Company Contact","Unreported",NA,"Company Contact",NA,NA
1983,"Ann Hudson MD","Shareholder","Unreported",NA,"Shareholder",NA,NA
1984,"Lisa Wilson","Company Contact","Unreported",NA,"Company Contact",NA,NA
1985,"Mark Stevens","Shareholder","Unreported",NA,"Shareholder",NA,NA
1986,"Brittany Edwards","Shareholder","Unreported",NA,"Shareholder",NA,NA
1987,"Jonathan Owens","Company Contact","Unreported",NA,"Company Contact",NA,NA
1988,"Cynthia Murphy","Shareholder","Unreported",NA,"Shareholder",NA,NA
1989,"Dale Rhodes","Shareholder","Unreported",NA,"Shareholder",NA,NA
1990,"Jillian White","Company Contact","Unreported",NA,"Company Contact",NA,NA
1991,"Leah Cruz","Company Contact","Unreported",NA,"Company Contact",NA,NA
1992,"Luis Matthews","Company Contact","Unreported",NA,"Company Contact",NA,NA
1993,"Gregg Decker","Company Contact","Unreported",NA,"Company Contact",NA,NA
1994,"Justin Lopez","Company Contact","Unreported",NA,"Company Contact",NA,NA
1995,"Jessica Howard","Company Contact","Unreported",NA,"Company Contact",NA,NA
1996,"Jane Estrada","Company Contact","Unreported",NA,"Company Contact",NA,NA
1997,"Abigail Franco","Shareholder","Unreported",NA,"Shareholder",NA,NA
1998,"Alan Parker","Shareholder","Unreported",NA,"Shareholder",NA,NA
1999,"Andrew Thompson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2000,"Dale Brooks","Shareholder","Unreported",NA,"Shareholder",NA,NA
2001,"Emily Ruiz","Shareholder","Unreported",NA,"Shareholder",NA,NA
2002,"Lisa Kelly","Shareholder","Unreported",NA,"Shareholder",NA,NA
2003,"Robert Molina","Company Contact","Unreported",NA,"Company Contact",NA,NA
2004,"David Bell","Company Contact","Unreported",NA,"Company Contact",NA,NA
2005,"Shannon Watkins","Company Contact","Unreported",NA,"Company Contact",NA,NA
2006,"Vanessa Gilbert","Company Contact","Unreported",NA,"Company Contact",NA,NA
2007,"Charles Page","Company Contact","Unreported",NA,"Company Contact",NA,NA
2008,"Donna Patton","Shareholder","Unreported",NA,"Shareholder",NA,NA
2009,"Brian Trevino","Shareholder","Unreported",NA,"Shareholder",NA,NA
2010,"Jesse Floyd Jr.","Company Contact","Unreported",NA,"Company Contact",NA,NA
2011,"Thomas Davidson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2012,"Daniel Cohen","Company Contact","Unreported",NA,"Company Contact",NA,NA
2013,"Darlene James","Shareholder","Unreported",NA,"Shareholder",NA,NA
2014,"Zachary Martin","Company Contact","Unreported",NA,"Company Contact",NA,NA
2015,"Austin Serrano","Shareholder","Unreported",NA,"Shareholder",NA,NA
2016,"Calvin Sandoval","Shareholder","Unreported",NA,"Shareholder",NA,NA
2017,"Caroline Martin","Shareholder","Unreported",NA,"Shareholder",NA,NA
2018,"Greg Sexton","Company Contact","Unreported",NA,"Company Contact",NA,NA
2019,"Joe Burke","Shareholder","Unreported",NA,"Shareholder",NA,NA
2020,"Katherine Peterson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2021,"Madison Gillespie","Shareholder","Unreported",NA,"Shareholder",NA,NA
2022,"Michelle Perkins","Shareholder","Unreported",NA,"Shareholder",NA,NA
2023,"Zachary Hernandez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2024,"Kristine Mckinney","Shareholder","Unreported",NA,"Shareholder",NA,NA
2025,"Spencer Newman","Company Contact","Unreported",NA,"Company Contact",NA,NA
2026,"Bonnie Barker","Company Contact","Unreported",NA,"Company Contact",NA,NA
2027,"William Sweeney","Shareholder","Unreported",NA,"Shareholder",NA,NA
2028,"Joshua Berg","Company Contact","Unreported",NA,"Company Contact",NA,NA
2029,"Carrie Perez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2030,"Christopher Clark","Company Contact","Unreported",NA,"Company Contact",NA,NA
2031,"Darrell Brock","Company Contact","Unreported",NA,"Company Contact",NA,NA
2032,"Jeffery Best","Shareholder","Unreported",NA,"Shareholder",NA,NA
2033,"Jordan Gutierrez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2034,"Kelly Bailey","Shareholder","Unreported",NA,"Shareholder",NA,NA
2035,"Lucas Watson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2036,"Matthew Crosby","Shareholder","Unreported",NA,"Shareholder",NA,NA
2037,"Michelle Gates","Shareholder","Unreported",NA,"Shareholder",NA,NA
2038,"Rebekah Ward","Shareholder","Unreported",NA,"Shareholder",NA,NA
2039,"Suzanne Hopkins","Shareholder","Unreported",NA,"Shareholder",NA,NA
2040,"Jessica Moore","Company Contact","Unreported",NA,"Company Contact",NA,NA
2041,"Peggy Buchanan","Shareholder","Unreported",NA,"Shareholder",NA,NA
2042,"Susan Frank","Company Contact","Unreported",NA,"Company Contact",NA,NA
2043,"Mackenzie Atkins","Company Contact","Unreported",NA,"Company Contact",NA,NA
2044,"Amy Kelly","Company Contact","Unreported",NA,"Company Contact",NA,NA
2045,"Kayla Thompson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2046,"Tracy Marshall","Company Contact","Unreported",NA,"Company Contact",NA,NA
2047,"Valerie Winters","Company Contact","Unreported",NA,"Company Contact",NA,NA
2048,"Anthony Jacobson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2049,"Brian Watson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2050,"Douglas Jensen","Shareholder","Unreported",NA,"Shareholder",NA,NA
2051,"Jaclyn Barnes","Company Contact","Unreported",NA,"Company Contact",NA,NA
2052,"James Leach","Shareholder","Unreported",NA,"Shareholder",NA,NA
2053,"Joseph Love","Shareholder","Unreported",NA,"Shareholder",NA,NA
2054,"Lisa Montgomery","Shareholder","Unreported",NA,"Shareholder",NA,NA
2055,"Melissa Juarez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2056,"Michael Bennett","Shareholder","Unreported",NA,"Shareholder",NA,NA
2057,"Randy Solis","Shareholder","Unreported",NA,"Shareholder",NA,NA
2058,"Rebecca Murray","Shareholder","Unreported",NA,"Shareholder",NA,NA
2059,"Richard Hunter","Shareholder","Unreported",NA,"Shareholder",NA,NA
2060,"Ryan Cole","Shareholder","Unreported",NA,"Shareholder",NA,NA
2061,"Sean Kim","Shareholder","Unreported",NA,"Shareholder",NA,NA
2062,"Sheena Rodgers","Shareholder","Unreported",NA,"Shareholder",NA,NA
2063,"Sherri Hoffman","Shareholder","Unreported",NA,"Shareholder",NA,NA
2064,"Wendy Thomas","Shareholder","Unreported",NA,"Shareholder",NA,NA
2065,"William Jensen","Shareholder","Unreported",NA,"Shareholder",NA,NA
2066,"William Moore","Company Contact","Unreported",NA,"Company Contact",NA,NA
2067,"Mary Owens","Company Contact","Unreported",NA,"Company Contact",NA,NA
2068,"Leroy Jacobs","Company Contact","Unreported",NA,"Company Contact",NA,NA
2069,"Brett Roberts","Company Contact","Unreported",NA,"Company Contact",NA,NA
2070,"Mr. Brett Herrera","Company Contact","Unreported",NA,"Company Contact",NA,NA
2071,"John Gaines","Company Contact","Unreported",NA,"Company Contact",NA,NA
2072,"Amy Martinez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2073,"Sherry Hunt","Shareholder","Unreported",NA,"Shareholder",NA,NA
2074,"Chad Ford","Shareholder","Unreported",NA,"Shareholder",NA,NA
2075,"Cory Gilbert","Shareholder","Unreported",NA,"Shareholder",NA,NA
2076,"Cynthia Obrien","Shareholder","Unreported",NA,"Shareholder",NA,NA
2077,"Karen Ward MD","Shareholder","Unreported",NA,"Shareholder",NA,NA
2078,"Kristen Whitehead","Shareholder","Unreported",NA,"Shareholder",NA,NA
2079,"Kristin Mathews","Shareholder","Unreported",NA,"Shareholder",NA,NA
2080,"Meredith Shepard","Shareholder","Unreported",NA,"Shareholder",NA,NA
2081,"Michelle Huerta","Company Contact","Unreported",NA,"Company Contact",NA,NA
2082,"Riley Kline","Shareholder","Unreported",NA,"Shareholder",NA,NA
2083,"Shane Smith DDS","Shareholder","Unreported",NA,"Shareholder",NA,NA
2084,"Stephen Mcneil","Shareholder","Unreported",NA,"Shareholder",NA,NA
2085,"William Jones","Shareholder","Unreported",NA,"Shareholder",NA,NA
2086,"Douglas Greene","Company Contact","Unreported",NA,"Company Contact",NA,NA
2087,"Austin Bailey","Shareholder","Unreported",NA,"Shareholder",NA,NA
2088,"Calvin Cox","Shareholder","Unreported",NA,"Shareholder",NA,NA
2089,"Jacqueline Myers","Shareholder","Unreported",NA,"Shareholder",NA,NA
2090,"Joseph Smith","Company Contact","Unreported",NA,"Company Contact",NA,NA
2091,"Michael Edwards DDS","Shareholder","Unreported",NA,"Shareholder",NA,NA
2092,"Stephanie Crawford","Shareholder","Unreported",NA,"Shareholder",NA,NA
2093,"Erica Ortiz","Shareholder","Unreported",NA,"Shareholder",NA,NA
2094,"Lynn Aguirre","Company Contact","Unreported",NA,"Company Contact",NA,NA
2095,"Rebecca Robinson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2096,"Steven Snow","Company Contact","Unreported",NA,"Company Contact",NA,NA
2097,"Brendan Smith","Shareholder","Unreported",NA,"Shareholder",NA,NA
2098,"Karen Fisher","Shareholder","Unreported",NA,"Shareholder",NA,NA
2099,"Miguel Webb","Company Contact","Unreported",NA,"Company Contact",NA,NA
2100,"Christopher Lee","Company Contact","Unreported",NA,"Company Contact",NA,NA
2101,"Kerry Gonzales","Company Contact","Unreported",NA,"Company Contact",NA,NA
2102,"Jordan Cruz","Company Contact","Unreported",NA,"Company Contact",NA,NA
2103,"Anthony Thomas","Company Contact","Unreported",NA,"Company Contact",NA,NA
2104,"Kelsey Hahn","Company Contact","Unreported",NA,"Company Contact",NA,NA
2105,"Christina Jackson","Company Contact","Unreported",NA,"Company Contact",NA,NA
2106,"Eddie Barker","Shareholder","Unreported",NA,"Shareholder",NA,NA
2107,"Jennifer Villarreal","Company Contact","Unreported",NA,"Company Contact",NA,NA
2108,"Tiffany Brown","Shareholder","Unreported",NA,"Shareholder",NA,NA
2109,"William Lee","Shareholder","Unreported",NA,"Shareholder",NA,NA
2110,"Alyssa Vaughn","Shareholder","Unreported",NA,"Shareholder",NA,NA
2111,"David Hawkins","Shareholder","Unreported",NA,"Shareholder",NA,NA
2112,"Dawn Manning","Shareholder","Unreported",NA,"Shareholder",NA,NA
2113,"Donald Parker","Company Contact","Unreported",NA,"Company Contact",NA,NA
2114,"Emily Franco","Shareholder","Unreported",NA,"Shareholder",NA,NA
2115,"Heather Wright","Shareholder","Unreported",NA,"Shareholder",NA,NA
2116,"Rhonda Mcdonald","Shareholder","Unreported",NA,"Shareholder",NA,NA
2117,"Sara Ingram","Company Contact","Unreported",NA,"Company Contact",NA,NA
2118,"Amy Guerrero","Shareholder","Unreported",NA,"Shareholder",NA,NA
2119,"Jamie Washington MD","Shareholder","Unreported",NA,"Shareholder",NA,NA
2120,"Nicole Weaver","Shareholder","Unreported",NA,"Shareholder",NA,NA
2121,"Jessica Clay","Company Contact","Unreported",NA,"Company Contact",NA,NA
2122,"Alice James","Company Contact","Unreported",NA,"Company Contact",NA,NA
2123,"Brooke Daniels","Shareholder","Unreported",NA,"Shareholder",NA,NA
2124,"William Parker","Company Contact","Unreported",NA,"Company Contact",NA,NA
2125,"Carla Turner","Shareholder","Unreported",NA,"Shareholder",NA,NA
2126,"Tamara Booker","Company Contact","Unreported",NA,"Company Contact",NA,NA
2127,"William Short","Shareholder","Unreported",NA,"Shareholder",NA,NA
2128,"Michael Ewing","Company Contact","Unreported",NA,"Company Contact",NA,NA
2129,"Kelly Freeman","Company Contact","Unreported",NA,"Company Contact",NA,NA
2130,"Megan Stevens","Company Contact","Unreported",NA,"Company Contact",NA,NA
2131,"Douglas Simpson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2132,"Jean Pacheco","Shareholder","Unreported",NA,"Shareholder",NA,NA
2133,"Jonathan Gonzalez","Shareholder","Unreported",NA,"Shareholder",NA,NA
2134,"Kaitlyn Yang","Shareholder","Unreported",NA,"Shareholder",NA,NA
2135,"Sabrina Edwards","Company Contact","Unreported",NA,"Company Contact",NA,NA
2136,"Dr. Philip Edwards","Company Contact","Unreported",NA,"Company Contact",NA,NA
2137,"Gregory Kennedy","Company Contact","Unreported",NA,"Company Contact",NA,NA
2138,"Heidi Greene","Company Contact","Unreported",NA,"Company Contact",NA,NA
2139,"Chase Jones","Shareholder","Unreported",NA,"Shareholder",NA,NA
2140,"Michael Ford","Company Contact","Unreported",NA,"Company Contact",NA,NA
2141,"Claudia Watson DVM","Shareholder","Unreported",NA,"Shareholder",NA,NA
2142,"Barbara Garrett","Shareholder","Unreported",NA,"Shareholder",NA,NA
2143,"Carl Stanley","Shareholder","Unreported",NA,"Shareholder",NA,NA
2144,"Christian Ashley","Shareholder","Unreported",NA,"Shareholder",NA,NA
2145,"Donald Adams","Shareholder","Unreported",NA,"Shareholder",NA,NA
2146,"John Monroe","Shareholder","Unreported",NA,"Shareholder",NA,NA
2147,"John Webb","Shareholder","Unreported",NA,"Shareholder",NA,NA
2148,"Justin Fields","Shareholder","Unreported",NA,"Shareholder",NA,NA
2149,"Kathryn Wade","Shareholder","Unreported",NA,"Shareholder",NA,NA
2150,"Lance Johnson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2151,"Martin Johnson","Shareholder","Unreported",NA,"Shareholder",NA,NA
2152,"Maurice Jones","Shareholder","Unreported",NA,"Shareholder",NA,NA
2153,"William Mitchell","Company Contact","Unreported",NA,"Company Contact",NA,NA
2154,"William Sanders","Shareholder","Unreported",NA,"Shareholder",NA,NA
2155,"Jessica Mahoney","Company Contact","Unreported",NA,"Company Contact",NA,NA
2156,"Adam Vargas","Shareholder","Unreported",NA,"Shareholder",NA,NA
2157,"Angel King","Shareholder","Unreported",NA,"Shareholder",NA,NA
2158,"April Hooper","Shareholder","Unreported",NA,"Shareholder",NA,NA
2159,"Ashley Holmes","Shareholder","Unreported",NA,"Shareholder",NA,NA
2160,"Austin Davis","Shareholder","Unreported",NA,"Shareholder",NA,NA
2161,"Brian Washington","Shareholder","Unreported",NA,"Shareholder",NA,NA
